Top Event 61 probability: 0.085
The amount of minimal cut sets: 1200
Minimal Cut Set                Minimal Cut Set Probability    Minimal Cut Set Importance    
[39, 9, 36, 33]                1.232E-6                       1.45751E-5                    
[23, 8, 37, 7]                 1.2261E-6                      1.45054E-5                    
[8, 36, 10, 1]                 1.209E-6                       1.4303E-5                     
[38, 8, 19, 3]                 1.2016E-6                      1.4215E-5                     
[23, 8, 37, 1]                 1.1904E-6                      1.4083E-5                     
[38, 8, 10, 7]                 1.183E-6                       1.39955E-5                    
[26, 8, 37, 2]                 1.183E-6                       1.39949E-5                    
[38, 21, 9, 4]                 1.178E-6                       1.39363E-5                    
[39, 9, 36, 34]                1.176E-6                       1.39126E-5                    
[38, 35, 39, 8]                1.1751E-6                      1.39014E-5                    
[38, 39, 9, 33]                1.1704E-6                      1.38463E-5                    
[38, 39, 9, 13]                1.1704E-6                      1.38463E-5                    
[24, 9, 36, 7]                 1.1536E-6                      1.36476E-5                    
[8, 37, 20, 7]                 1.1495E-6                      1.35989E-5                    
[38, 8, 10, 1]                 1.1485E-6                      1.35878E-5                    
[24, 8, 37, 6]                 1.1458E-6                      1.35548E-5                    
[24, 9, 36, 1]                 1.12E-6                        1.32501E-5                    
[38, 39, 9, 34]                1.1172E-6                      1.3217E-5                     
[8, 37, 20, 1]                 1.116E-6                       1.32028E-5                    
[22, 9, 37, 7]                 1.1075E-6                      1.31017E-5                    
[9, 37, 15, 7]                 1.1075E-6                      1.31017E-5                    
[38, 24, 9, 7]                 1.0959E-6                      1.29652E-5                    
[35, 9, 37, 4]                 1.0944E-6                      1.29472E-5                    
[27, 8, 36, 7]                 1.0856E-6                      1.28434E-5                    
[22, 8, 36, 4]                 1.085E-6                       1.2836E-5                     
[8, 36, 15, 4]                 1.085E-6                       1.2836E-5                     
[9, 37, 19, 7]                 1.0758E-6                      1.27274E-5                    
[22, 9, 37, 1]                 1.0752E-6                      1.27201E-5                    
[9, 37, 15, 1]                 1.0752E-6                      1.27201E-5                    
[39, 9, 36, 18]                1.0752E-6                      1.27201E-5                    
[38, 24, 9, 1]                 1.064E-6                       1.25876E-5                    
[28, 9, 36, 7]                 1.0547E-6                      1.24778E-5                    
[8, 36, 19, 4]                 1.054E-6                       1.24693E-5                    
[27, 8, 36, 1]                 1.054E-6                       1.24693E-5                    
[28, 8, 37, 6]                 1.0476E-6                      1.2393E-5                     
[9, 37, 19, 1]                 1.0445E-6                      1.23567E-5                    
[24, 8, 37, 5]                 1.0416E-6                      1.23226E-5                    
[38, 27, 8, 7]                 1.0313E-6                      1.22012E-5                    
[38, 8, 15, 4]                 1.0308E-6                      1.21942E-5                    
[38, 22, 8, 4]                 1.0308E-6                      1.21942E-5                    
[28, 9, 36, 1]                 1.024E-6                       1.21144E-5                    
[8, 36, 13, 3]                 1.023E-6                       1.21025E-5                    
[8, 36, 33, 3]                 1.023E-6                       1.21025E-5                    
[38, 39, 9, 18]                1.0214E-6                      1.20841E-5                    
[39, 9, 36, 14]                1.008E-6                       1.19251E-5                    
[9, 36, 11, 3]                 1.008E-6                       1.19251E-5                    
[38, 28, 9, 7]                 1.002E-6                       1.18539E-5                    
[38, 8, 19, 4]                 1.0013E-6                      1.18458E-5                    
[38, 27, 8, 1]                 1.0013E-6                      1.18458E-5                    
[21, 8, 36, 7]                 9.898E-7                       1.17101E-5                    
[8, 36, 34, 3]                 9.765E-7                       1.15524E-5                    
[38, 28, 9, 1]                 9.728E-7                       1.15087E-5                    
[38, 8, 13, 3]                 9.718E-7                       1.14974E-5                    
[38, 8, 33, 3]                 9.718E-7                       1.14974E-5                    
[21, 8, 36, 1]                 9.61E-7                        1.13691E-5                    
[38, 39, 9, 14]                9.576E-7                       1.13288E-5                    
[38, 9, 11, 3]                 9.576E-7                       1.13288E-5                    
[28, 8, 37, 5]                 9.523E-7                       1.12664E-5                    
[38, 21, 8, 7]                 9.403E-7                       1.11246E-5                    
[38, 8, 34, 3]                 9.277E-7                       1.09748E-5                    
[38, 21, 8, 1]                 9.129E-7                       1.08006E-5                    
[9, 36, 17, 3]                 9.12E-7                        1.07894E-5                    
[23, 39, 9, 36]                8.96E-7                        1.06001E-5                    
[8, 36, 18, 3]                 8.928E-7                       1.05622E-5                    
[35, 8, 37, 7]                 8.736E-7                       1.03351E-5                    
[26, 9, 36, 7]                 8.734E-7                       1.03332E-5                    
[8, 37, 10, 2]                 8.705E-7                       1.02982E-5                    
[9, 37, 13, 7]                 8.701E-7                       1.02942E-5                    
[9, 37, 33, 7]                 8.701E-7                       1.02942E-5                    
[26, 8, 37, 6]                 8.675E-7                       1.0263E-5                     
